date,open,high,low,close,volume,value,ema_short,ema_long,macd,signal,fgi
2024-11-15 09:00:00,296450.0,309500.0,290700.0,307150.0,524662.56075553,157543013783.41385,307150.0,307150.0,0.0,0.0,
2024-11-16 09:00:00,307100.0,312100.0,299500.0,302650.0,574128.70901373,175639427386.58762,306457.6923076923,306816.6666666667,-358.9743589743739,-71.79487179487478,
2024-11-17 09:00:00,302600.0,340000.0,297000.0,334400.0,1856468.83250981,607658488770.3928,310756.50887573964,308859.87654320995,1896.632332529698,321.89056907003976,
2024-11-18 09:00:00,334200.0,348800.0,329200.0,336750.0,978827.51474707,331551304757.6194,314755.50751024124,310925.8116140833,3829.6958961579367,1023.4516344876192,
2024-11-19 09:00:00,336750.0,346300.0,329800.0,334450.0,569712.4742545,193033961756.21524,317785.42943174264,312668.3440871142,5117.085344628431,1842.1783765157816,
2024-11-20 09:00:00,334450.0,338650.0,322800.0,332700.0,454040.41048638,150415173355.45062,320079.97874993604,314152.17045103165,5927.8082989043905,2659.304360993504,
2024-11-21 09:00:00,332800.0,362800.0,327000.0,357850.0,1018124.08451846,352403312251.6341,325890.75124994584,317389.0467139182,8501.704536027624,3827.7843960003283,
2024-11-22 09:00:00,357850.0,368900.0,335000.0,355300.0,949196.92964404,339873930783.1828,330415.25105764647,320197.2654758502,10217.985581796267,5105.824633159516,
2024-11-23 09:00:00,355300.0,364700.0,351150.0,355350.0,710495.6149146,253370882886.54605,334251.366279547,322801.17173689837,11450.19454264862,6374.6986150573375,
2024-11-24 09:00:00,355300.0,361300.0,330000.0,351150.0,636085.56316268,220914389706.88477,336851.1560826936,324901.08494157257,11950.071141121036,7489.773120270078,
2024-11-25 09:00:00,351200.0,353300.0,324350.0,327100.0,511881.85372287,174145643069.45718,335350.97822381766,325063.9675384931,10287.010685324552,8049.220633280974,
2024-11-26 09:00:00,327100.0,334350.0,309200.0,322950.0,510452.73967388,164755127098.8434,333443.1354201534,324907.3773504566,8535.758069696778,8146.528120564135,
2024-11-27 09:00:00,323000.0,337500.0,317900.0,336000.0,378622.33271786,124206353265.8132,333836.49920166825,325729.0531022746,8107.446099393652,8138.711716330038,
2024-11-28 09:00:00,336000.0,341200.0,327050.0,331050.0,339254.01715399,113194626789.39299,333407.8070167962,326123.19731692097,7284.609699875233,7967.891313039077,
2024-11-29 09:00:00,331050.0,342800.0,329500.0,335750.0,369066.02264221,124092114427.17941,333768.1443988276,326836.2938119639,6931.8505868637,7760.683167804003,
2024-11-30 09:00:00,335750.0,339750.0,330000.0,330000.0,384483.43266203,128691096075.37675,333188.429875931,327070.6424184851,6117.787457445927,7432.104025732388,
2024-12-01 09:00:00,330100.0,333000.0,324500.0,325950.0,440788.28788351,144926837329.98364,332074.8252796339,326987.63186896767,5087.193410666252,6963.121902719162,
2024-12-02 09:00:00,325950.0,330000.0,309950.0,316100.0,1049659.3972944,333776138383.16644,329617.159851998,326181.1406194145,3436.019232583465,6257.701368692024,
2024-12-03 09:00:00,315950.0,335650.0,180000.0,326000.0,1786030.91051571,544923647907.878,329060.6737209214,326167.72279575415,2892.9509251672425,5584.751279987067,
2024-12-04 09:00:00,325850.0,337500.0,317400.0,323000.0,760271.67347412,250236135639.03226,328128.2623792412,325933.0766627353,2195.185716505861,4906.838167290826,
2024-12-05 09:00:00,323050.0,343650.0,311300.0,333800.0,1069999.74699338,353951303089.5942,329000.8373978195,326515.8117247549,2485.025673064578,4422.475668445577,
2024-12-06 09:00:00,333750.0,346850.0,321100.0,330950.0,670381.16505251,224251901287.7989,329300.70856738574,326844.2701155138,2456.438451871916,4029.2682251308447,
2024-12-07 09:00:00,330900.0,338700.0,326200.0,331550.0,347800.93372797,115346844458.45474,329646.75340317254,327192.84269954986,2453.910703622678,3714.1967208292117,
2024-12-08 09:00:00,331500.0,336550.0,327300.0,331250.0,254347.70819708,84399941014.1866,329893.40672576136,327493.3728699536,2400.033855807793,3451.3641478249283,
2024-12-09 09:00:00,331200.0,331700.0,294500.0,309500.0,579783.98344128,183692998660.84845,326755.9595371827,326160.53043514217,595.4291020405362,2880.1771386680502,
2024-12-10 09:00:00,309650.0,315650.0,293000.0,305400.0,532688.68414595,162386581071.78476,323470.42730069306,324622.7133658724,-1152.2860651793308,2073.684497898574,
2024-12-11 09:00:00,305600.0,327400.0,300600.0,321700.0,605188.09391659,190348004832.67825,323198.0538698172,324406.21607951145,-1208.1622096942738,1417.3151563800047,
2024-12-12 09:00:00,321700.0,332900.0,320500.0,324050.0,330942.88129265,108114734878.41502,323329.1225052299,324379.82970325137,-1050.7071980214678,923.7106854997103,
2024-12-13 09:00:00,324050.0,326800.0,315100.0,320350.0,325638.74581382,104510406683.0069,322870.79596596374,324081.3237993068,-1210.527833343076,496.862981731153,
2024-12-14 09:00:00,320350.0,324050.0,310400.0,316550.0,269541.52336458,86023612016.17921,321898.36581735394,323523.4479623211,-1625.082144967164,72.47395639148965,
2024-12-15 09:00:00,316550.0,321600.0,310800.0,320050.0,263795.16875034,83348869386.0305,321614.00184545334,323266.15552066773,-1652.1536752143875,-272.4515699296858,
2024-12-16 09:00:00,320050.0,324900.0,310100.0,313150.0,457836.24111835,144822870521.88812,320311.84771538357,322516.81066728494,-2204.962951901369,-658.9538463240224,
2024-12-17 09:00:00,313050.0,333500.0,306900.0,326700.0,753242.03641081,242086976426.79623,321294.6403745553,322826.67654378235,-1532.036169227038,-833.5703109046256,
2024-12-18 09:00:00,326650.0,331600.0,301350.0,304500.0,593787.44319875,188183350738.8896,318710.84954770067,321469.14494794665,-2758.2954002459883,-1218.515328772898,
2024-12-19 09:00:00,304650.0,316950.0,285000.0,293350.0,618192.40917156,187116330127.40405,314809.180386516,319386.2453221728,-4577.0649356568465,-1890.2252501496878,
