date,open,high,low,close,volume,value,ema_short,ema_long,macd,signal,fgi
2024-11-15 09:00:00,44190.0,46830.0,43500.0,46650.0,420246.48301499,19074197755.913803,46650.0,46650.0,0.0,0.0,
2024-11-16 09:00:00,46610.0,50000.0,46230.0,49330.0,641877.38932043,31261686059.53631,47062.30769230769,46848.51851851852,213.78917378916958,42.75783475783392,
2024-11-17 09:00:00,49330.0,52330.0,46400.0,48940.0,1283440.74997441,64674729755.28235,47351.18343195265,47003.44307270233,347.7403592503251,103.75433965633216,
2024-11-18 09:00:00,48940.0,50500.0,48070.0,49940.0,688742.58094003,34051466780.2859,47749.46290395994,47220.96580805771,528.4970959022321,188.70289090551216,
2024-11-19 09:00:00,49950.0,49950.0,47310.0,48160.0,404078.75066054,19686021916.59538,47812.62245719688,47290.52389634973,522.0985608471456,255.38202489383886,
2024-11-20 09:00:00,48120.0,50120.0,46110.0,47490.0,498199.43519944,24039637022.773716,47762.98823301274,47305.29990402753,457.68832898520486,295.8432857121121,
2024-11-21 09:00:00,47470.0,50490.0,45940.0,49930.0,744499.80341788,36273849789.63306,48096.374658703084,47499.722133358824,596.6525253442596,356.0051336385416,
2024-11-22 09:00:00,50000.0,60610.0,49300.0,59730.0,1917493.6867475,103855441994.06366,49886.16317274877,48405.66864199891,1480.4945307498565,580.9030130608046,
2024-11-23 09:00:00,59730.0,62900.0,56690.0,57840.0,1797081.09991096,106742952874.9889,51109.83037694127,49104.508001850845,2005.3223750904217,865.7868854667281,
2024-11-24 09:00:00,57900.0,59910.0,52500.0,58500.0,1275628.21890554,72821725181.60017,52246.77954971953,49800.47037208412,2446.309177635412,1181.891343900465,
2024-11-25 09:00:00,58550.0,66270.0,55150.0,57690.0,2162065.93754932,132766296383.64165,53084.19808053191,50384.87997415197,2699.318106379942,1485.3766963963603,
2024-11-26 09:00:00,57670.0,60860.0,53580.0,59920.0,1207714.71662117,69767852035.24155,54135.859914296234,51091.18516125182,3044.674753044412,1797.2363077259706,
2024-11-27 09:00:00,59810.0,61740.0,58430.0,60850.0,858829.60042073,51652642633.030876,55168.80454286604,51814.06033449243,3354.7442083736096,2108.7378878554982,
