date,open,high,low,close,volume,value,ema_short,ema_long,macd,signal,fgi
2024-11-15 09:00:00,388.0,410.0,379.0,410.0,27998727.15509907,11040251931.7766,410.0,410.0,0.0,0.0,
2024-11-16 09:00:00,410.0,564.0,407.0,555.0,239889153.3768908,117845283876.43428,432.30769230769226,420.7407407407407,11.566951566951559,2.313390313390312,
2024-11-17 09:00:00,555.0,559.0,481.0,493.0,118955086.75693364,60682965491.80979,441.64497041420117,426.0932784636488,15.551691950552367,4.961050640822723,
2024-11-18 09:00:00,492.0,520.0,484.0,505.0,69039259.5227698,34608050368.90195,451.3918980427856,431.9382207996748,19.453677243110803,7.85957596128034,
2024-11-19 09:00:00,505.0,509.0,477.0,491.0,39017166.0596486,19119349116.787025,457.4854521900494,436.31316740710633,21.172284782943052,10.522117725612883,
2024-11-20 09:00:00,491.0,492.0,460.0,472.0,38983413.21401848,18469201265.413918,459.7184595454264,438.95663648806146,20.76182305736495,12.570058791963296,
2024-11-21 09:00:00,470.0,494.0,458.0,486.0,40578185.43085034,19450436597.437393,463.7617734615147,442.4413300815384,21.32044337997627,14.320135709565891,
2024-11-22 09:00:00,486.0,524.0,456.0,523.0,63989297.42071557,31502644403.261795,472.8753467751278,448.4086389643874,24.466707810740388,16.34945012980079,
2024-11-23 09:00:00,523.0,636.0,511.0,611.0,155502064.1096667,88282717615.95515,494.12529342510817,460.4524434855439,33.67284993956429,19.81413009175349,
2024-11-24 09:00:00,611.0,1130.0,599.0,1075.0,2394771819.1582565,2041604077771.018,583.4906328981684,505.97448470883694,77.51614818933149,31.35453371126909,
2024-11-25 09:00:00,1074.0,1199.0,944.0,975.0,1674404072.186547,1787606628476.5493,643.7228432215271,540.7171154711453,103.00572775038177,45.684772519091624,
2024-11-26 09:00:00,974.0,991.0,815.0,858.0,452442660.48590624,406001061594.8261,676.6885596489844,564.2195513621716,112.46900828681282,59.04161967263587,
2024-11-27 09:00:00,857.0,904.0,802.0,867.0,290354430.2669709,247613712548.19598,705.9672427799098,586.6477327427515,119.31951003715835,71.09719774554037,
2024-11-28 09:00:00,868.0,869.0,815.0,859.0,116494673.66146232,97500267340.29424,729.510743890693,606.8219747618069,122.68876912888607,81.41551202220951,
2024-11-29 09:00:00,859.0,964.0,848.0,907.0,431515844.57695556,393402076189.10834,756.8167832921248,629.0573840387102,127.75939925341459,90.68428946845053,
2024-11-30 09:00:00,906.0,996.0,882.0,927.0,234911198.95815286,219114573492.33698,782.9988166317979,651.1272074432502,131.87160918854772,98.92175341246997,
2024-12-01 09:00:00,928.0,952.0,890.0,928.0,166408282.08193803,153032022284.8489,805.3066909961367,671.6363031881947,133.670387807942,105.87148029156438,
2024-12-02 09:00:00,928.0,1020.0,841.0,991.0,236716888.57469946,215867591395.30838,833.8748923813464,695.2928733224024,138.58201905894396,112.4135880450403,
2024-12-03 09:00:00,992.0,1249.0,589.0,1078.0,1133038371.9355419,1231332479992.977,871.4326012457548,723.6415493725949,147.79105187315986,119.48908081066422,
