date,open,high,low,close,volume,value,ema_short,ema_long,macd,signal,fgi
2024-11-15 09:00:00,821.2,860.4,805.2,854.3,13561304.5999856,11291906524.055895,854.3,854.3,0.0,0.0,
2024-11-16 09:00:00,854.4,1068.0,847.9,1017.0,64051969.47034172,60542989831.24685,879.3307692307692,866.3518518518518,12.978917378917345,2.595783475783469,
2024-11-17 09:00:00,1017.0,1030.0,931.2,948.6,28672453.89394533,27982602061.324123,889.987573964497,872.4443072702331,17.54326669426382,5.58528011947954,
2024-11-18 09:00:00,949.9,1057.0,944.5,1044.0,37567902.93605594,36934330783.64506,913.6817933545743,885.152136361327,28.529656993247272,10.174155494233087,
2024-11-19 09:00:00,1044.0,1071.0,951.0,973.2,43031847.59266616,42791723442.30501,922.8384405307937,891.6742003345621,31.164240196231617,14.372172434632795,
2024-11-20 09:00:00,973.3,1005.0,918.6,949.7,27239586.73587612,26221536648.527813,926.9709881414409,895.972407717187,30.998580424253873,17.69745403255701,
2024-11-21 09:00:00,949.7,1149.0,922.7,1086.0,145001259.46491894,156094547411.47537,951.4369899658346,910.048525664062,41.388464301772615,22.435656086400133,
2024-11-22 09:00:00,1086.0,1177.0,1035.0,1120.0,77346836.2340822,85130960820.82843,977.3697607403217,925.6004867259834,51.76927401433829,28.302379671987765,
2024-11-23 09:00:00,1121.0,1250.0,1099.0,1195.0,80331374.64955357,93470655664.74155,1010.8513360110414,945.5560062277624,65.29532978327904,35.70096969424602,
2024-11-24 09:00:00,1193.0,1270.0,1092.0,1197.0,66225377.03077471,78289348030.74211,1039.4895920093427,964.1814872479281,75.3081047614146,43.62239670767974,
2024-11-25 09:00:00,1197.0,1336.0,1132.0,1261.0,107202651.46704835,134682117198.76581,1073.5681163155978,986.1680437480816,87.40007256751619,52.377931879647036,
2024-11-26 09:00:00,1264.0,1288.0,1166.0,1218.0,52111628.63649563,64110147024.45071,1095.788406113198,1003.3407812482236,92.4476248649745,60.39187047671253,
2024-11-27 09:00:00,1220.0,1372.0,1182.0,1344.0,65790427.84950528,84664882565.42268,1133.974805172706,1028.5747974520589,105.40000772064718,69.39349792549947,
2024-11-28 09:00:00,1344.0,1368.0,1247.0,1275.0,57882244.53001233,74893573795.52724,1155.6709889922897,1046.8285161593137,108.842472832976,77.28329290699477,
2024-11-29 09:00:00,1275.0,1298.0,1240.0,1287.0,35737961.64431989,45372840950.334435,1175.8754522242452,1064.618996443809,111.25645578043623,84.07792548168307,
2024-11-30 09:00:00,1287.0,1367.0,1271.0,1349.0,59907323.51541816,79553322099.90721,1202.5099980358998,1085.68425596649,116.8257420694099,90.62748879922844,
2024-12-01 09:00:00,1345.0,1384.0,1311.0,1331.0,42495840.9596922,56860652635.371956,1222.2776906457614,1103.8557925615646,118.42189808419676,96.18637065622211,
2024-12-02 09:00:00,1335.0,1465.0,1256.0,1431.0,70148137.33625337,94501114066.87111,1254.388815161798,1128.0886968162636,126.30011834553443,102.20912019408458,
2024-12-03 09:00:00,1431.0,1512.0,874.5,1463.0,94671375.64957955,131412851712.5304,1286.4828435984446,1152.8969414965404,133.58590210190414,108.4844765756485,
2024-12-04 09:00:00,1463.0,1668.0,1463.0,1601.0,80053937.98174031,125926264634.5017,1334.870098429453,1186.0897606449448,148.78033778450822,116.54364881742045,
2024-12-05 09:00:00,1601.0,1625.0,1498.0,1561.0,41599616.28726196,65423031348.764984,1369.659314055691,1213.86088948606,155.79842456963115,124.3946039678626,
2024-12-06 09:00:00,1561.0,1728.0,1533.0,1639.0,55618165.72588516,91145342867.4167,1411.0963426625078,1245.3526754500556,165.74366721245224,132.66441661678053,
2024-12-07 09:00:00,1639.0,1658.0,1604.0,1620.0,21300318.01314276,34729584928.510864,1443.2353668682758,1273.1043291204219,170.13103774785395,140.15774084299522,
2024-12-08 09:00:00,1620.0,1654.0,1584.0,1619.0,15720022.04833177,25466296310.923817,1470.2760796577718,1298.7262306670573,171.5498489907145,146.43616247253908,
2024-12-09 09:00:00,1615.0,1623.0,1235.0,1372.0,50652606.36745387,74174972750.51108,1455.1566827873453,1304.1539172843122,151.00276550303306,147.3494830786379,
2024-12-10 09:00:00,1373.0,1451.0,1245.0,1345.0,49397136.56409853,66494180406.4608,1438.2095008200613,1307.1795530410297,131.02994777903154,144.0855760187166,
2024-12-11 09:00:00,1345.0,1452.0,1270.0,1415.0,30512309.31829228,41829064616.00262,1434.6388083862057,1315.1662528157683,119.47255557043741,139.16297192906077,
2024-12-12 09:00:00,1416.0,1563.0,1404.0,1466.0,39247868.13680863,58735733489.335526,1439.46360709602,1326.3391229775632,113.12448411845685,133.95527436694,
2024-12-13 09:00:00,1467.0,1549.0,1427.0,1472.0,40403280.5478342,60389420999.50912,1444.4692060043246,1337.1288175718178,107.34038843250687,128.63229718005337,
2024-12-14 09:00:00,1471.0,1499.0,1381.0,1417.0,23783022.97243797,34308411604.506245,1440.2431743113516,1343.0452014553869,97.19797285596474,122.34543231523566,
2024-12-15 09:00:00,1417.0,1458.0,1380.0,1450.0,19072082.67084258,27078716446.987587,1441.7442244172976,1350.9677791253582,90.77644529193935,116.0316349105764,
