date,open,high,low,close,volume,value,ema_short,ema_long,macd,signal,fgi
2024-11-15 09:00:00,123543000.0,128950000.0,123370000.0,128236000.0,5943.50915703,750816994986.7344,128236000.0,128236000.0,0.0,0.0,
2024-11-16 09:00:00,128128000.0,129103000.0,126090000.0,127071000.0,3914.09648698,499883409180.5182,128056769.23076922,128149703.70370372,-92934.47293449938,-18586.894586899878,
2024-11-17 09:00:00,127130000.0,128000000.0,125252000.0,126472000.0,3321.82583352,421512902761.08,127812958.57988164,128025429.35528122,-212470.7753995806,-57363.67074943602,
2024-11-18 09:00:00,126469000.0,128895000.0,126133000.0,127142000.0,5182.38906938,660914839727.5431,127709734.18297677,127959990.1437789,-250255.96080213785,-95942.12875997639,
2024-11-19 09:00:00,127142000.0,130998000.0,127050000.0,129720000.0,5034.84094069,649348478627.2478,128019005.8471342,128090361.24423972,-71355.397105515,-91024.78242908411,
2024-11-20 09:00:00,129711000.0,133328000.0,128448000.0,133180000.0,5931.35430049,778377471488.7765,128813004.94757509,128467371.52244417,345633.4251309186,-3693.1409170835686,
2024-11-21 09:00:00,133180000.0,138707000.0,133001000.0,137050000.0,10359.96751008,1413215255697.4194,130080234.95564047,129103121.7800409,977113.1755995601,192468.12238624517,
2024-11-22 09:00:00,137050000.0,138770000.0,129500000.0,136879000.0,8879.19477738,1212497778066.893,131126198.80861886,129679112.75929713,1447086.049321726,443391.70777334133,
2024-11-23 09:00:00,136879000.0,137178000.0,134195000.0,136000000.0,4775.60238543,649192517920.03,131876014.37652366,130147326.62897883,1728687.747544825,700450.9157276382,
2024-11-24 09:00:00,136000000.0,137000000.0,131501000.0,136096000.0,6366.61145855,856406820436.9347,132525242.93398157,130587969.10090633,1937273.8330752403,947815.4991971586,
2024-11-25 09:00:00,136110000.0,136169000.0,129688000.0,129791000.0,5347.73938417,712473615692.348,132104590.17490749,130528934.35269104,1575655.8222164512,1073383.5638010171,
2024-11-26 09:00:00,129791000.0,132579000.0,127416000.0,128783000.0,7063.28251032,915544005066.4463,131593576.3018448,130399605.88212132,1193970.419723481,1097500.9349855098,
2024-11-27 09:00:00,128800000.0,134300000.0,127900000.0,132999000.0,4363.00829391,572062774905.5735,131809795.33233023,130592153.59455678,1217641.7377734482,1121529.0955430977,
2024-11-28 09:00:00,132999000.0,134577000.0,131438000.0,133138000.0,2941.11026977,391492800868.58124,132014134.51197173,130780734.8097748,1233399.7021969259,1143903.2168738635,
2024-11-29 09:00:00,133144000.0,136274000.0,132850000.0,134542000.0,3455.81025362,465090047941.26117,132403036.8947453,131059347.04608779,1343689.8486575186,1183860.5432305946,
2024-11-30 09:00:00,134542000.0,134809000.0,133600000.0,133701000.0,2374.86697435,318361460355.6218,132602723.52632296,131255025.04267387,1347698.48364909,1216628.1313142937,
2024-12-01 09:00:00,133722000.0,135199000.0,133297000.0,133802000.0,2835.14649803,380928725281.3921,132787227.59919634,131443689.85432765,1343537.7448686957,1242010.0540251741,
2024-12-02 09:00:00,133802000.0,135800000.0,132260000.0,133535000.0,5356.7748251,718060616005.2106,132902269.5070123,131598601.71697004,1303667.7900422513,1254341.6012285897,
2024-12-03 09:00:00,133523000.0,134680000.0,88266000.0,133700000.0,18097.08425608,2304644374164.456,133024997.27516425,131754260.84904633,1270736.426117912,1257620.5662064543,
2024-12-04 09:00:00,133720000.0,139920000.0,133499000.0,138760000.0,6969.87081198,948860236172.9866,133907305.38667743,132273204.48985772,1634100.8968197107,1332916.6323291056,
2024-12-05 09:00:00,138765000.0,146100000.0,134000000.0,137501000.0,13579.28987411,1924495041794.7664,134460181.48103476,132660448.60172011,1799732.8793146461,1426279.8817262137,
2024-12-06 09:00:00,137501000.0,141502000.0,136000000.0,139340000.0,6179.75810181,854124438187.2275,135210922.79164478,133155230.18677787,2055692.604866907,1552162.4263543524,
2024-12-07 09:00:00,139402000.0,140411000.0,137698000.0,138960000.0,2646.58094433,367591447543.71985,135787703.90062252,133585213.13590543,2202490.764717087,1682228.0940268994,
2024-12-08 09:00:00,138970000.0,141400000.0,138620000.0,141005000.0,2575.9253391,359805956088.11163,136590364.83898827,134134826.97769022,2455537.8612980545,1836890.0474811306,
2024-12-09 09:00:00,141056000.0,141399000.0,135900000.0,138864000.0,6238.33236659,865791701454.2142,136940154.8637593,134485136.0904539,2455018.773305416,1960515.7926459878,
2024-12-10 09:00:00,138934000.0,140000000.0,135490000.0,138205000.0,5715.11068532,789776192066.2788,137134746.42318094,134760681.56523508,2374064.8579458594,2043225.605705962,
2024-12-11 09:00:00,138205000.0,144276000.0,136500000.0,143111000.0,5786.50262004,813102473508.0792,138054170.05038387,135379223.67151397,2674946.378869891,2169569.760338748,
2024-12-12 09:00:00,143111000.0,145000000.0,142000000.0,142757000.0,4109.65334521,589232066932.0105,138777682.3503248,135925725.6217722,2851956.7285526097,2306047.1539815203,
2024-12-13 09:00:00,142780000.0,144865000.0,142001000.0,144402000.0,2524.28189889,361979534829.5213,139642961.9887364,136553597.7979372,3089364.1907991767,2462710.5613450515,
2024-12-14 09:00:00,144432000.0,146051000.0,143973000.0,145927000.0,3195.75670317,464300625877.87177,140609737.06739232,137247923.8869789,3361813.180413425,2642531.085158726,
2024-12-15 09:00:00,145927000.0,150000000.0,145684000.0,149243000.0,4680.01328552,691840989089.0537,141937931.3647166,138136448.04349896,3801483.3212176263,2874321.5323705063,
2024-12-16 09:00:00,149243000.0,154924000.0,149016000.0,153403000.0,7128.61771091,1082807876503.8628,143701788.0778371,139267303.74398053,4434484.333856583,3186354.0926677217,
2024-12-17 09:00:00,153403000.0,157198000.0,152885000.0,155223000.0,6186.2803434,958745671966.8221,145474282.21970832,140449207.17035234,5025075.049355984,3554098.2840053746,
2024-12-18 09:00:00,155222000.0,155949000.0,147189000.0,147754000.0,8610.82270357,1309628152098.7222,145825008.0320609,140990302.9355114,4834705.096549481,3810219.646514196,
2024-12-19 09:00:00,147753000.0,153299000.0,145000000.0,147474000.0,8471.89272515,1266525021155.8596,146078699.10405153,141470576.7921402,4608122.3119113445,3969800.179593626,
2024-12-20 09:00:00,147474000.0,148460000.0,139800000.0,148138000.0,11567.34620544,1670193715564.6172,146395514.62650514,141964459.9927224,4431054.633782744,4062051.0704314495,
2024-12-21 09:00:00,148138000.0,149700000.0,145249000.0,147830000.0,3714.24805316,548294648910.75867,146616204.6839659,142398944.4377059,4217260.246259987,4093092.9055971573,
2024-12-22 09:00:00,147836000.0,147950000.0,143850000.0,144800000.0,2605.0749353,379824698691.60583,146336788.57874036,142576800.40528324,3759988.173457116,4026471.9591691494,
